KN002_Kyoto_1-1-2-01	京都市中心部から車で１時間、旧京北町に丹波マンガン記念館という施設がある。				
KN002_Kyoto_1-1-2-02	現在は京都市右京区				
KN002_Kyoto_1-1-3-01	その名の通り、マンガンの鉱山跡を売りにしたスポットであり、その歴史案内や採掘現場である坑内の見学、飯場の模型展示などが行われている。	[著者]	マンガンの鉱山跡を売りにしたスポット	批評＋	[丹波マンガン記念館]
KN002_Kyoto_1-1-4-01	戦時中においては、動員された朝鮮人労働者が多く大変な採掘作業に従事していたというこの鉱山の歴史性から、人権教育の研修の一環として訪れる団体も多いという。	[不定]	人権教育の研修の一環として訪れる団体も多い	採否＋	[丹波マンガン記念館]
KN002_Kyoto_1-1-5-01	その一方で、鉱物の研究者なども見学に訪れていたりする。	鉱物の研究者	見学に訪れていたりする	批評＋	[丹波マンガン記念館]
KN002_Kyoto_1-1-6-01	教養的な関心ではなく、純粋に洞窟の雰囲気が好きな人なども来ているのかもしれない。				
KN002_Kyoto_1-1-7-01	問題はやはり交通の便の悪さか。	[著者]	問題はやはり交通の便の悪さか	メリット−	[丹波マンガン記念館]
KN002_Kyoto_1-1-8-01	同じ京都市とは思えないほどの遠さを感じてしまう。	[著者]	同じ京都市とは思えないほどの遠さを感じてしまう	批評−	[丹波マンガン記念館]
KN002_Kyoto_1-1-9-01	「隠れスポット」といえば聞こえはいいが、やはり知名度は低い。	[著者]	やはり知名度は低い	採否−	[丹波マンガン記念館]
KN002_Kyoto_1-1-10-01	実際、かなり苦しい経済状況をやりくりして運営されているらしい…。				
KN002_Kyoto_1-1-11-01	良いスポットなので、少しでも多くの人が訪れてくれればいいと思う。	[著者]\n[著者]	良いスポット\n少しでも多くの人が訪れてくれればいいと思う	批評＋\n要望	[丹波マンガン記念館]\n[丹波マンガン記念館]
KN003_Kyoto_1-1-1-01	［京都観光］				
KN003_Kyoto_1-1-2-01	この春から京都で下宿を始めた私が地元大阪との違いを感じたことのひとつに、観光客の多さがある。				
KN003_Kyoto_1-1-3-01	特に外国人観光客だ。				
KN003_Kyoto_1-1-4-01	日本に観光に来るならやっぱり京都が一番なんだろうか。				
KN003_Kyoto_1-1-5-01	お寺とかもいっぱいあるし。	[著者]	お寺とかもいっぱいある	メリット＋	[京都]
KN003_Kyoto_1-1-6-01	歴史とか伝統文化を残すことがなんかアイデンティになっている気もするし。				
KN003_Kyoto_1-1-7-01	外国人のなかの日本のイメージに一致するものがあちこちにあるのかもしれない。				
KN003_Kyoto_1-1-8-01	夏休みに金閣寺に行ったときには何ヶ国語を耳にしただろう。				
KN003_Kyoto_1-1-9-01	おそらく日本人より外国人の方が多かったのではないか。				
KN003_Kyoto_1-1-10-01	京都では外国人を本当によくみかけ、４月の住み始めた頃は毎回「あ、」と思っていたのだが、今ではすっかり慣れて何とも思わなくなってしまった自分がいる。				
KN003_Kyoto_1-1-11-01	京都に住んでも心は大阪人だと自負しているのに、こうやって少しずつ京都に染まっていくのかもしれない。				
KN004_Kyoto_1-1-1-01	［京都観光］紅葉真っ盛りです				
KN004_Kyoto_1-1-2-01	大学構内もすっかり紅くなって、きれいですね。	[著者]	きれいですね	感情＋	大学構内もすっかり紅くなって
KN004_Kyoto_1-1-3-01	市内の名所に見に行ってみたいものですが、ＮＦやら授業やらでなかなか時間がとれそうにありません。				
KN004_Kyoto_1-1-4-01	時間がとれたころには散っていた、なんてことにならなければいいのですが。				
KN004_Kyoto_1-1-5-01	個人的にはここからが本題。				
KN004_Kyoto_1-1-6-01	大学に入学してからずっと疑問に思っていたのですが、高校生や中年女性の団体がバスで大学にやってきて時計台の前で記念撮影などをしているのは、京都大学が京都の観光名所の一部になっているからなんでしょうか。				
KN004_Kyoto_1-1-7-01	どうも観光、特に京都観光となると寺や神社なんかを思い浮かべるので、大学が観光地であるとすれば、それはとても意外で新鮮な感じがします。				
KN004_Kyoto_1-1-8-01	考えてみれば京都大学はそれなりに歴史のある大学で、見所もあるものだけれども、それが遠くからはるばるやってきた人たちの巡回ルートの中に入るというのは自分の頭の中にはない発想で、それはつまり京都大学と金閣銀閣清水寺その他が肩を並べているとも言い換えられるのではないかと思います。	[著者]	京都大学はそれなりに歴史のある大学で、見所もある	メリット＋	京都大学
KN004_Kyoto_1-1-9-01	おそらく大学が自由でオープンな雰囲気を醸し出しているのもこの現象の理由のひとつなのではないかと考えますが、これをどうとらえていいのか自分にはよくわかりません。	[著者]	大学が自由でオープンな雰囲気を醸し出している	メリット＋	大学
KN004_Kyoto_1-1-10-01	今日の構内の紅葉はきれいだったので、たくさんの人が見て、きれいだなあという感覚を共有したい気持ちはありますが・・・。	[著者]	構内の紅葉はきれいだった	感情＋	構内の紅葉
KN005_Kyoto_1-1-1-01	［京都観光］銀閣寺。				
KN005_Kyoto_1-1-2-01	京大から自転車をこぐことわずか１０分。				
KN005_Kyoto_1-1-3-01	３・４時間目が休講だったので、ふらりと銀閣寺までいってきました。				
KN005_Kyoto_1-1-3-02	自主？				
KN005_Kyoto_1-1-4-01	かつて小学校のときに見た銀閣寺は、そのすぐ前に金閣寺を見てきてたこともあってか、僕の目には結構しょぼく写ってました。	[著者]	僕の目には結構しょぼく写ってました	批評−	銀閣寺
KN005_Kyoto_1-1-5-01	前にだれかがいってたけど、外国人にはやっぱ金閣寺のほうが感激の度合いが大きいらしいです。	[不定]	外国人にはやっぱ金閣寺のほうが感激の度合いが大きい	批評＋	金閣寺
KN005_Kyoto_1-1-6-01	確かに銀閣寺はしょぼい。	[著者]	確かに銀閣寺はしょぼい	批評−	銀閣寺
KN005_Kyoto_1-1-7-01	金閣寺よりも小さいし、てかそもそも銀色じゃないし。	[著者]\n[著者]	金閣寺よりも小さい\nそもそも銀色じゃない	批評−\n批評−	[銀閣寺]\n[銀閣寺]
KN005_Kyoto_1-1-8-01	でも実際行ってみて、このこじんまりした感じがいいなあって思った。	[著者]	こじんまりした感じがいいなあって思った	批評＋	[銀閣寺]
KN005_Kyoto_1-1-9-01	なんか落ち着くし。	[著者]	落ち着く	感情＋	[銀閣寺]
KN005_Kyoto_1-1-10-01	あ、そうそう。				
KN005_Kyoto_1-1-11-01	そもそも銀閣寺とか金閣寺なんて言葉は存在しない。				
KN005_Kyoto_1-1-12-01	慈照寺と鹿苑寺。				
KN005_Kyoto_1-1-13-01	これが正解。				
KN005_Kyoto_1-1-14-01	でも京都市バスにでかでかと銀閣寺って書いてあったし。				
KN005_Kyoto_1-1-15-01	まあええか。				
KN006_Kyoto_1-1-1-01	［京都観光］金閣寺				
KN006_Kyoto_1-1-2-01	９月に東京から友達が遊びに来た。				
KN006_Kyoto_1-1-3-01	メジャーに金閣寺行きました☆				
KN006_Kyoto_1-1-4-01	実は修学旅行のとき金閣行ってないから初めて！				
KN006_Kyoto_1-1-5-01	予想通り外国人と修学旅行生ばっかでした。	外国人と修学旅行生	外国人と修学旅行生ばっかでした	採否＋	[金閣]
KN006_Kyoto_1-1-6-01	なぜか外国人集団はそこら中に小銭を投げ入れてました。				
KN006_Kyoto_1-1-7-01	あれは何なんだろう？				
KN006_Kyoto_1-1-8-01	何かご利益あるのかねえ？				
KN006_Kyoto_1-1-9-01	肝心の金閣はというと…				
KN006_Kyoto_1-1-10-01	あたりまえだけどきんぴかだったー！！				
KN006_Kyoto_1-1-11-01	でもあれは火事の後再建されたものだから…って考えるとちょっと金が安っぽく見えた。	[著者]	ちょっと金が安っぽく見えた	批評−	[金閣]
KN006_Kyoto_1-1-12-01	実際に室町時代に建てられたものはどんなだったのかなー？				
KN007_Kyoto_1-1-1-01	［京都観光］〜☆★京都大好き★☆〜	[著者]	京都大好き	感情＋	京都
KN007_Kyoto_1-1-2-01	私は、京都が大好きです☆	[著者]	京都が大好きです	感情＋	京都
KN007_Kyoto_1-1-3-01	家族で何度か訪れるうちに、次第にトリコになりました。	[著者]	次第にトリコになりました	感情＋	[京都]
KN007_Kyoto_1-1-4-01	何といっても、他の県にはない『独特な雰囲気』！！				
KN007_Kyoto_1-1-5-01	これに魅了されました。	[著者]	魅了されました	感情＋	[京都]
KN007_Kyoto_1-1-6-01	長年もの間、都であっただけあって、まち全体に厳かな雰囲気が流れているように感じます。	[著者]	まち全体に厳かな雰囲気が流れているように感じます	批評＋	[京都]
KN007_Kyoto_1-1-7-01	本当に京都は素敵です！	[著者]	本当に京都は素敵です！	批評＋	京都
KN007_Kyoto_1-1-8-01	住んでみて改めて思います！！	[著者]	住んでみて改めて思います！！	批評＋	[京都は素敵です！]
KN007_Kyoto_1-1-9-01	歴史もあり、文化もあり、寺社仏閣は市内中に多数あり、かといって古きにとどまらず新しきも取り入れ、そして何より食べ物がおいしい・・・	[著者]\n[著者]\n[著者]\n[著者]\n[著者]	歴史もあり\n文化もあり\n寺社仏閣は市内中に多数あり\n古きにとどまらず新しきも取り入れ\n何より食べ物がおいしい	メリット＋\nメリット＋\nメリット＋\n批評＋\nメリット＋	[京都]\n[京都]\n[京都]\n[京都]\n[京都]
KN007_Kyoto_1-1-9-02	特に甘味系				
KN007_Kyoto_1-1-10-01	そんな、素敵なまち・京都は、人をひきつける力が強いですから、多くの観光客の方が訪れますよね。	[著者]\n[著者]\n[不定]	素敵なまち\n人をひきつける力が強いです\n多くの観光客の方が訪れますよね	批評＋\n批評＋\n採否＋	京都\n京都\n京都
KN007_Kyoto_1-1-11-01	（特に春と秋の観光シーズンはすごいですね・・・）	[不定]	春と秋の観光シーズンはすごいですね	採否＋	[京都]
KN007_Kyoto_1-1-12-01	公共交通機関は人で溢れかえっているし、自転車も通りにくいし、嫌だなあとついつい思ってしまうこともあるけれど、私も数年前までは同じ身でした。	[著者]\n[著者]\n[著者]	公共交通機関は人で溢れかえっている\n自転車も通りにくい\n嫌だなあ	メリット−\nメリット−\n感情−	[春と秋の観光シーズン]\n[春と秋の観光シーズン]\n[春と秋の観光シーズン]
KN007_Kyoto_1-1-13-01	そんな気持ちを反省しつつ、訪れた人に、また来たいな、やっぱり京都は期待通り、いやそれ以上に良いまちだったなと思ってほしいし、日本中・世界中に京都大好きな人が増えていけばいいなと密かに思ってます（＊＾−＾＊）	[著者]\n[著者]	訪れた人に、また来たいな、やっぱり京都は期待通り、いやそれ以上に良いまちだったなと思ってほしい\n日本中・世界中に京都大好きな人が増えていけばいいなと密かに思ってます	要望\n要望	訪れた人に、また来たいな、やっぱり京都は期待通り、いやそれ以上に良いまちだったなと思って\n日本中・世界中に京都大好きな人が増えていけば
KN007_Kyoto_1-1-14-01	私自身のことに立ち返ってみると、漫然と大学生活を過ごしているうちに、京都にいられる時間は残り少なくなってきました。。				
KN007_Kyoto_1-1-15-01	まだまだ行ってないお寺・神社は山のようにあるし、見たい景色は東西南北至る所にあります。	[著者]	見たい景色は東西南北至る所にあります	感情＋	[京都]
KN007_Kyoto_1-1-16-01	京都を離れるまでに少しでもいろいろな所を訪れようと思いつつ、京都という何とも贅沢な場所にいること自体を楽しみ、味わい、残りの時間を過ごそう、と最近思うに至りました☆	[著者]	何とも贅沢な場所にいる	批評＋	京都
KN007_Kyoto_1-1-17-01	最後におススメスポットを・・・				
KN007_Kyoto_1-1-18-01	下鴨神社の糺の森は、静かだし、ちょっとした空き時間の散歩にいいですよ♪	[著者]\n[著者]	静かだ\nちょっとした空き時間の散歩にいいですよ	メリット＋\n当為	下鴨神社の糺の森\n下鴨神社の糺の森
KN008_Kyoto_1-1-1-01	［京都観光］ＪＲ東海				
KN008_Kyoto_1-1-2-01	ＪＲ東海のＣＭで非常に印象が強く、東海圏内の人間なら恐らく皆知っているだろうと思われるＣＭがある。	[著者]	非常に印象が強く、東海圏内の人間なら恐らく皆知っているだろう	メリット＋	ＣＭ
KN008_Kyoto_1-1-3-01	京都の美しい光景、しっとり歩く京の人々、流れるＢＧＭは「Ｓｏｕｎｄ　Ｏｆ　Ｍｕｓｉｃ」の「Ｍｙ　Ｆａｖｏｒｉｔｅ　Ｔｈｉｎｇｓ」。	[著者]\n[著者]	美しい光景\nしっとり歩く京の人々	批評＋\n批評＋	[ＣＭ]\n[ＣＭ]
KN008_Kyoto_1-1-3-02	寺社、仏閣、紅葉、森林				
KN008_Kyoto_1-1-3-03	舞妓さん、紋付袴の男性など				
KN008_Kyoto_1-1-4-01	ゆったりとした雰囲気、京の美しい景色、落ち着いた音楽、その流れで現れる文字「そうだ、京都、行こう。」	[著者]\n[著者]\n[著者]	ゆったりとした雰囲気\n美しい景色\n落ち着いた音楽	批評＋\n批評＋\n批評＋	[ＣＭ]\n[ＣＭ]\n[ＣＭ]
KN008_Kyoto_1-1-5-01	見るたびに京都に行きたくなったものである。	[著者]	見るたびに京都に行きたくなった	感情＋	[ＣＭ]
KN008_Kyoto_1-1-6-01	だが、現実に京都に今住んでいるのに、そのような観光はほとんどしない。				
KN008_Kyoto_1-1-7-01	年に一度か二度寺社仏閣を訪れればいいとこである。				
KN008_Kyoto_1-1-8-01	大学生協ルネを訪れるとその近くでブラスバンドやら応援団やらが練習している音が耳に自然と入ってくる。				
KN008_Kyoto_1-1-9-01	ある日、ルネを訪れたとき、遠くからかすかに聞こえてきたのは「Ｍｙ　Ｆａｖｏｒｉｔｅ　Ｔｈｉｎｇｓ」だった。				
KN008_Kyoto_1-1-10-01	条件反射なのか、僕の中に名状しがたい郷愁の気持ちが湧いてきた。				
KN008_Kyoto_1-1-11-01	つい、口をついて出た。				
KN008_Kyoto_1-1-12-01	「そうだ、京都、行こう。」				
KN008_Kyoto_1-1-13-01	悲しいかな、僕がいるのは京都なのだ。				
KN008_Kyoto_1-1-14-01	そう気付いて、すぐに悲しくなった。	[著者]	悲しくなった	感情−	[不定]
KN008_Kyoto_1-1-15-01	銀閣寺の近くでバイトをしていたこともあるが、ついぞ銀閣寺には行かなかった。	[著者]	ついぞ銀閣寺には行かなかった	採否−	銀閣寺
KN008_Kyoto_1-1-16-01	先日のサークルの合宿では観光地を回り倒した。				
KN008_Kyoto_1-1-17-01	とどのつまり、大事なのは心持ちということなんである。				
KN008_Kyoto_1-1-18-01	行くか、行かないか。				
KN008_Kyoto_1-1-19-01	その差はえらく小さい。				
KN009_Kyoto_1-1-1-01	［京都観光］定番・清水寺				
KN009_Kyoto_1-1-2-01	清水寺といえば、京都の観光名所の定番として知っている人も多いだろう。	[著者]	京都の観光名所の定番として知っている人も多いだろう	メリット＋	清水寺
KN009_Kyoto_1-1-3-01	僕は中学生の時に修学旅行できて、少なからず景色の壮大さに衝撃を受けた。	[著者]	景色の壮大さに衝撃を受けた	メリット＋	[清水寺]
KN009_Kyoto_1-1-4-01	ちなみに東山駅を目指して大学から自転車で行ってたら、なぜか清水寺に着きました笑				
KN009_Kyoto_1-1-5-01	これが一番最近行ったってことになるんかな？笑				
KN009_Kyoto_1-1-6-01	「清水の舞台から飛び降りる・・・」ということわざで有名であり、ほんまに飛び降りたくなるくらいヤバイ。。	[著者]	清水の舞台から飛び降りる・・・」ということわざで有名	メリット＋	[清水寺]
KN009_Kyoto_1-1-7-01	紅葉の美しさも半端ナイ。	[著者]	紅葉の美しさも半端ナイ	メリット＋	[清水寺]
KN009_Kyoto_1-1-8-01	８世紀末開山され、時の征夷大将軍・坂上田村麻呂が本尊の十一面先手観音を安置したことでも知られる。				
KN009_Kyoto_1-1-9-01	音羽の滝として湧出する名水にちなんで清水寺となったそうな。				
KN009_Kyoto_1-1-10-01	お寺にぜんぜん興味のないシロートさんでも十分に感動でき、カップルで行ってもよし、家族で行ってもよし、なオールマイティな場所！！	[著者]\n[著者]\n[著者]\n[著者]	お寺にぜんぜん興味のないシロートさんでも十分に感動でき\nカップルで行ってもよし\n家族で行ってもよし\nオールマイティな場所	メリット＋\nメリット＋\nメリット＋\nメリット＋	[清水寺]\n[清水寺]\n[清水寺]\n[清水寺]
KN009_Kyoto_1-1-10-02	意味違うか？笑				
KN009_Kyoto_1-1-11-01	あえてマイナスポイントを挙げるなら寺に着くまでの坂がしんどい・・・。	[著者]	寺に着くまでの坂がしんどい	メリット−	[清水寺]
KN009_Kyoto_1-1-12-01	途中ではお土産類もたくさん売っていてまさに今日と観光にはうってつけ☆	[著者]\n[著者]	途中ではお土産類もたくさん売っていて\n観光にはうってつけ	メリット＋\n批評＋	[清水寺]\n[清水寺]
KN009_Kyoto_1-1-13-01	ぜひぜひ清水寺へ！！	[著者]	ぜひぜひ清水寺へ	当為	清水寺
KN011_Kyoto_1-1-1-01	［京都観光］二条城				
KN011_Kyoto_1-1-2-01	二週間くらい前、友達と二条城に行ってきた。				
KN011_Kyoto_1-1-3-01	とにかく無駄に大きくて、一周するのに結構な時間がかかったし、疲れた。	[著者]\n[著者]\n[著者]	無駄に大きくて\n一周するのに結構な時間がかかった\n疲れた	批評−\nメリット−\n批評−	[二条城]\n[二条城]\n[二条城]
KN011_Kyoto_1-1-4-01	そこで庭園を見たんだけど、よく言われるようにヨーロッパの庭園とは違う。				
KN011_Kyoto_1-1-5-01	マリア・テレジア展でみたシェーンブル宮殿の庭園は巨大で、植物は左右対称に配置され、みるからに人工的だ。				
KN011_Kyoto_1-1-6-01	迷路があったり、ツルクサのアーチがあったり。				
KN011_Kyoto_1-1-7-01	水を使うにしても噴水であって、自然の湖や池の縮尺版を表現するのではない。				
KN011_Kyoto_1-1-8-01	でも、二条城の庭園は池の中に鯉とか亀もいて、自然を再現したみたいだった。	[著者]	池の中に鯉とか亀もいて、自然を再現したみたいだった	批評＋	二条城の庭園
KN012_Kyoto_01-1-1-01	［京都観光］清水寺				
KN012_Kyoto_01-1-2-01	ありきたりやけど清水の話でも。				
KN012_Kyoto_01-1-3-01	清水に行ったんは去年の話、京都に通って実に９年目で初めて。				
KN012_Kyoto_01-1-4-01	そん時はなんかちょっとした記念かなんかで普段はお参りしたら１年間ご利益があるとかいうのがなんと３年間の大サービス。	[著者]	なんと３年間の大サービス	メリット＋	[清水]
KN012_Kyoto_01-1-5-01	来年までは健康でいられるっちゅうことかいな。	[著者]	来年までは健康でいられるっちゅうことかいな	メリット＋	[３年間の大サービス]
KN012_Kyoto_01-1-6-01	とりあえす清水の舞台へ。				
KN012_Kyoto_01-1-7-01	が、本堂が修理中とかで３分の１くらいは見れず…	[著者]	本堂が修理中とかで３分の１くらいは見れず	メリット−	[清水]
KN012_Kyoto_01-1-8-01	しかしまあ高いこと高いこと、これ飛び降りるやつは頭いってますわ。				
KN012_Kyoto_01-1-9-01	遠くには京都タワーが見えて夜に来たらさぞかしきれいな夜景が見えると思います。	[著者]\n[著者]	遠くには京都タワーが見えて\n夜に来たらさぞかしきれいな夜景が見えると思います	メリット＋\nメリット＋	[清水]\n[清水]
KN012_Kyoto_01-1-10-01	そこから少し移動してなんたらの滝へ。				
KN012_Kyoto_01-1-11-01	滝といっても２メートルくらいの高さの管からちょろちょろと水が流れてるようなかわいいもん。				
KN012_Kyoto_01-1-12-01	３本あってその水を飲むとそれぞれ健康、学業、縁結びにご利益があるとか。	[著者]	その水を飲むとそれぞれ健康、学業、縁結びにご利益があるとか	メリット＋	[滝]
KN012_Kyoto_01-1-13-01	この滝が清水寺の名前の由来だそうです。				
KN012_Kyoto_01-1-14-01	ほんでお土産やさんに。				
KN012_Kyoto_01-1-15-01	そん時は大河で新撰組がやってたということもあって新撰組グッズがたくさん。				
KN012_Kyoto_01-1-16-01	新撰組で堺雅人演じる山南さんがかっこよかったので山南グッズを手にしようとしたのですが隣にいた女子高生が、「え〜、堺雅人キモイや〜ん」とか友達に話してるのを聞いて買うのをやめたのは秘密です。	[著者]\n隣にいた女子高生	かっこよかった\n堺雅人キモイや〜ん	批評＋\n感情−	堺雅人演じる山南さん\n堺雅人
KN012_Kyoto_01-1-17-01	以上こんだけですがもろもろ含めて楽しい観光でした。	[著者]	楽しい観光でした	感情＋	[清水]
KN012_Kyoto_01-1-18-01	行ったことがない人にはお勧めです。	[著者]	行ったことがない人にはお勧めです	当為	[清水]
KN012_Kyoto_02-1-1-01	［京都観光］四条に行って				
KN012_Kyoto_02-1-2-01	昨日、服を買いに四条に行った。				
KN012_Kyoto_02-1-3-01	物凄い、観光客というか修学旅行客が歩いてた。	修学旅行客	物凄い、観光客というか修学旅行客が歩いてた	採否＋	[四条]
KN012_Kyoto_02-1-4-01	新京極が修学旅行客で埋めつくされていた。	[不定]	修学旅行客で埋めつくされていた	採否＋	新京極
KN012_Kyoto_02-1-5-01	明らかに我が物顔で歩いてた。				
KN012_Kyoto_02-1-6-01	結構ムカついた。	[著者]	結構ムカついた	感情−	[我が物顔で歩いてた]
KN012_Kyoto_02-1-7-01	いや、四条オレの街だからとかいって小一時間くらい説教したくなるくらいだった。				
KN012_Kyoto_02-1-8-01	でも女子高生のミニスカートは例え修学旅行生でもイイものだね。	[著者]	女子高生のミニスカートは例え修学旅行生でもイイものだね	批評＋	女子高生のミニスカート
KN012_Kyoto_02-1-9-01	って何を書いてんだ、オレは………。				
KN012_Kyoto_03-1-1-01	［京都観光］三条大橋について				
KN012_Kyoto_03-1-2-01	鴨川にかかる三条大橋。				
KN012_Kyoto_03-1-3-01	これはかつて豊臣秀吉がかけたものだといわれています。				
KN012_Kyoto_03-1-4-01	その当時から柱は石で出来ていたという記録もあります。				
KN012_Kyoto_03-1-5-01	この大橋を、武士やら牛やらの３万人の行列が通ったこともあるそうです。				
KN012_Kyoto_03-1-6-01	河原町側から鴨川に向かって突き出しているテラスみたいなものは、昔からあったらしく、かつては川の両側にあったみたいです。				
KN012_Kyoto_03-1-7-01	三条大橋は人の出会いと別れの場であり、河原町通り側では旅人をもてなし出会いを喜び、川端通り側では去り行く人を見送り別れを惜しんでいたようです。				
KN012_Kyoto_03-1-8-01	高瀬川は大阪から伏見に運ばれたものを京都へ運びこむための運河であったそうです。				
KN012_Kyoto_03-1-9-01	実は京都ってすごいんですね。	[著者]	実は京都ってすごいんですね	批評＋	京都
